Symbol,Company Name,Type,Sector,Industry,Options
UPGD,Invesco Bloomberg Analyst Rating Improvers ETF,ETF,ETF-Mid-Cap Blend,ETF,False
BMVP,Invesco Bloomberg MVP Multi-factor ETF,ETF,ETF-Mid-Cap Blend,ETF,False
POWA,Invesco Bloomberg Pricing Power ETF,ETF,ETF-Large Blend,ETF,False
PKB,Invesco Building & Construction ETF,ETF,ETF-Industrials,ETF,True
BSCP,Invesco Bulletshares 2025 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJQ,Invesco BulletShares 2026 High Yield Corp Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJU,Invesco BulletShares 2030 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCV,Invesco BulletShares 2031 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJV,Invesco BulletShares 2031 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMV,Invesco BulletShares 2031 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCW,Invesco BulletShares 2032 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSJW,Invesco BulletShares 2032 High Yield Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMW,Invesco BulletShares 2032 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCX,Invesco BulletShares 2033 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSSX,Invesco BulletShares 2033 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
BSCY,Invesco BulletShares 2034 Corporate Bond ETF,ETF,ETF-Target Maturity,ETF,False
BSMY,Invesco BulletShares 2034 Municipal Bond ETF,ETF,ETF-Muni Target Maturity,ETF,False
PKW,Invesco Buyback Achievers ETF,ETF,ETF-Mid-Cap Value,ETF,True
PWZ,Invesco California AMT-Free Municipal Bond ETF,ETF,ETF-Muni California Long,ETF,True
PCEF,Invesco CEF Income Composite ETF,ETF,ETF-Global Moderate Allocation,ETF,True
CQQQ,Invesco China Technology ETF,ETF,ETF-China Region,ETF,True
CSTK,Invesco Comstock Contrarian Equity ETF,ETF,,ETF,False
FXA,Invesco CurrencyShares Australian Dollar Trust,ETF,ETF-Single Currency,ETF,True
FXB,Invesco CurrencyShares British Pound Sterling Trust,ETF,ETF-Single Currency,ETF,True
FXC,Invesco CurrencyShares Canadian Dollar Trust,ETF,ETF-Single Currency,ETF,True
FXE,Invesco CurrencyShares Euro Trust,ETF,ETF-Single Currency,ETF,True
FXY,Invesco Currencyshares Japanese Yen Trust,ETF,ETF-Single Currency,ETF,True
FXF,Invesco CurrencyShares Swiss Franc Trust,ETF,ETF-Single Currency,ETF,True
DBA,Invesco DB Agriculture Fund,ETF,ETF-Commodities Focused,ETF,True
DBB,Invesco DB Base Metals Fund,ETF,ETF-Commodities Focused,ETF,True
DBC,Invesco DB Commodity Index Tracking Fund,ETF,ETF-Commodities Broad Basket,ETF,True
DBE,Invesco DB Energy Fund,ETF,ETF-Commodities Focused,ETF,True
DBO,Invesco DB Oil Fund,ETF,ETF-Commodities Focused,ETF,True
DBP,Invesco DB Precious Metals Fund,ETF,ETF-Commodities Focused,ETF,True
UDN,Invesco DB US Dollar Index Bearish Fund,ETF,ETF-Trading--Miscellaneous,ETF,True
UUP,Invesco DB US Dollar Index Bullish Fund,ETF,ETF-Trading--Miscellaneous,ETF,True
PFM,Invesco Dividend Achievers ETF,ETF,ETF-Large Value,ETF,True
PYZ,Invesco Dorsey Wright Basic Materials Momentum ETF,ETF,ETF-Natural Resources,ETF,False
PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ETF,ETF,ETF-Consumer Cyclical,ETF,True
PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF,ETF,ETF-Consumer Defensive,ETF,True
PIZ,Invesco Dorsey Wright Developed Markets Momentum ETF,ETF,ETF-Foreign Large Growth,ETF,True
PIE,Invesco Dorsey Wright Emerging Markets Momentum ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
PXI,Invesco Dorsey Wright Energy Momentum ETF,ETF,ETF-Equity Energy,ETF,True
PFI,Invesco Dorsey Wright Financial Momentum ETF,ETF,ETF-Financial,ETF,True
PTH,Invesco Dorsey Wright Healthcare Momentum ETF,ETF,ETF-Health,ETF,True
PRN,Invesco Dorsey Wright Industrials Momentum ETF,ETF,ETF-Industrials,ETF,True
PDP,Invesco Dorsey Wright Momentum ETF,ETF,ETF-Large Growth,ETF,True
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,ETF,ETF-Small Blend,ETF,True
PTF,Invesco Dorsey Wright Technology Momentum ETF,ETF,ETF-Technology,ETF,True
PUI,Invesco Dorsey Wright Utilities Momentum ETF,ETF,ETF-Utilities,ETF,True
DJD,Invesco Dow Jones Industrial Average Dividend ETF,ETF,ETF-Large Value,ETF,True
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,ETF,ETF-Commodities Focused,ETF,True
PCY,Invesco Emerging Markets Sovereign Debt ETF,ETF,ETF-Emerging Markets Bond,ETF,True
PXE,Invesco Energy Exploration & Production ETF,ETF,ETF-Equity Energy,ETF,True
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,ETF,ETF-Long Government,ETF,False
QQMG,Invesco ESG NASDAQ 100 ETF,ETF,ETF-Large Growth,ETF,False
QQJG,Invesco ESG NASDAQ Next Gen 100 ETF,ETF,ETF-Mid-Cap Growth,ETF,False
RSPE,Invesco ESG S&P 500 Equal Weight ETF,ETF,ETF-Large Value,ETF,False
PGF,Invesco Financial Preferred ETF,ETF,ETF-Preferred Stock,ETF,True
PVI,Invesco Floating Rate Municipal Income ETF,ETF,ETF-Muni National Short,ETF,False
PBJ,Invesco Food & Beverage ETF,ETF,ETF-Consumer Defensive,ETF,True
PHB,Invesco Fundamental High Yield Corporate Bond ETF,ETF,ETF-High Yield Bond,ETF,True
PFIG,Invesco Fundamental Investment Grade Corporate Bond ETF,ETF,ETF-Corporate Bond,ETF,False
BTCO,Invesco Galaxy Bitcoin ETF,ETF,ETF-Digital Assets,ETF,False
QETH,Invesco Galaxy Ethereum ETF,ETF,ETF-Digital Assets,ETF,False
PBD,Invesco Global Clean Energy ETF,ETF,ETF-Global Small/Mid Stock,ETF,True
PGHY,Invesco Global ex-US High Yield Corporate Bond ETF,ETF,ETF-High Yield Bond,ETF,False
PSP,Invesco Global Listed Private Equity ETF,ETF,ETF-Global Small/Mid Stock,ETF,True
PIO,Invesco Global Water ETF,ETF,ETF-Natural Resources,ETF,True
PGJ,Invesco Golden Dragon China ETF,ETF,ETF-China Region,ETF,True
IHYF,Invesco High Yield Bond Factor ETF,ETF,ETF-High Yield Bond,ETF,False
PEY,Invesco High Yield Equity Dividend Achievers ETF,ETF,ETF-Mid-Cap Value,ETF,True
HIYS,Invesco High Yield Select ETF,ETF,ETF-High Yield Bond,ETF,False
PIN,Invesco India ETF,ETF,ETF-India Equity,ETF,True
IPKW,Invesco International BuyBack Achievers ETF,ETF,ETF-Foreign Large Value,ETF,False
PICB,Invesco International Corporate Bond ETF,ETF,ETF-Global Bond,ETF,False
IMFL,Invesco International Developed Dynamic Multifactor ETF,ETF,ETF-Foreign Large Blend,ETF,False
PID,Invesco International Dividend Achievers ETF,ETF,ETF-Foreign Large Value,ETF,True
IIGD,Invesco Investment Grade Defensive ETF,ETF,ETF-Short-Term Bond,ETF,False
KBWB,Invesco KBW Bank ETF,ETF,ETF-Financial,ETF,True
KBWD,Invesco KBW High Dividend Yield Financial ETF,ETF,ETF-Financial,ETF,True
KBWY,Invesco KBW Premium Yield Equity REIT ETF,ETF,ETF-Real Estate,ETF,True
KBWP,Invesco KBW Property & Casualty Insurance ETF,ETF,ETF-Financial,ETF,True
KBWR,Invesco KBW Regional Banking ETF,ETF,ETF-Financial,ETF,False
PWB,Invesco Large Cap Growth ETF,ETF,ETF-Large Growth,ETF,True
PWV,Invesco Large Cap Value ETF,ETF,ETF-Large Value,ETF,False
PEJ,Invesco Leisure and Entertainment ETF,ETF,ETF-Consumer Cyclical,ETF,True
IVZ,Invesco Ltd.,Common Stock,Financials,Asset Management,True
IMF,Invesco Managed Futures Strategy ETF,ETF,,ETF,False
IVR,Invesco Mortgage Capital Inc.,Common Stock,Real Estate,REIT - Mortgage,True
EFAA,Invesco MSCI EAFE Income Advantage ETF,ETF,ETF-Derivative Income,ETF,False
KLMT,Invesco MSCI Global Climate 500 ETF,ETF,ETF-Global Large-Stock Blend,ETF,False
CUT,Invesco MSCI Global Timber ETF,ETF,ETF-Natural Resources,ETF,True
GBLD,Invesco MSCI Green Building ETF,ETF,ETF-Global Real Estate,ETF,False
KLMN,Invesco MSCI North America Climate ETF,ETF,,ETF,False
ERTH,Invesco MSCI Sustainable Future ETF,ETF,ETF-Global Large-Stock Growth,ETF,True
PBUS,Invesco MSCI USA ETF,ETF,ETF-Large Blend,ETF,False
QQQM,Invesco NASDAQ 100 ETF,ETF,ETF-Large Growth,ETF,True
IBBQ,Invesco Nasdaq Biotechnology ETF,ETF,ETF-Health,ETF,True
QOWZ,Invesco Nasdaq Free Cash Flow Achievers ETF,ETF,ETF-Large Growth,ETF,False
QQQS,Invesco NASDAQ Future Gen 200 ETF,ETF,ETF-Small Blend,ETF,False
PNQI,Invesco NASDAQ Internet ETF,ETF,ETF-Technology,ETF,True
QQQJ,Invesco NASDAQ Next Gen 100 ETF,ETF,ETF-Mid-Cap Growth,ETF,True
PZA,Invesco National AMT-Free Municipal Bond ETF,ETF,ETF-Muni National Long,ETF,True
PZT,Invesco New York AMT-Free Municipal Bond ETF,ETF,ETF-Muni New York Long,ETF,False
KNCT,Invesco Next Gen Connectivity ETF,ETF,ETF-Technology,ETF,True
GGME,Invesco Next Gen Media and Gaming ETF,ETF,ETF-Technology,ETF,True
PXJ,Invesco Oil & Gas Services ETF,ETF,ETF-Equity Energy,ETF,True
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,ETF,ETF-Commodities Broad Basket,ETF,True
PJP,Invesco Pharmaceuticals ETF,ETF,ETF-Health,ETF,True
SOXQ,Invesco PHLX Semiconductor ETF,ETF,ETF-Technology,ETF,True
PGX,Invesco Preferred ETF,ETF,ETF-Preferred Stock,ETF,True
QQA,Invesco QQQ Income Advantage ETF,ETF,ETF-Derivative Income,ETF,False
QQLV,Invesco QQQ Low Volatility ETF,ETF,,ETF,False
QQQ,Invesco QQQ Trust Series I,ETF,ETF-Large Growth,ETF,True
PXF,Invesco RAFI Developed Markets ex-U.S. ETF,ETF,ETF-Foreign Large Value,ETF,False
PDN,Invesco RAFI Developed Markets ex-U.S. Small-Mid ETF,ETF,ETF-Foreign Small/Mid Value,ETF,False
PXH,Invesco RAFI Emerging Markets ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
IUS,Invesco RAFI Strategic US ETF,ETF,ETF-Large Value,ETF,False
PRF,Invesco RAFI US 1000 ETF,ETF,ETF-Large Value,ETF,True
PRFZ,Invesco RAFI US 1500 Small-Mid ETF,ETF,ETF-Small Blend,ETF,True
IVRA,Invesco Real Assets ESG ETF,ETF,ETF-Real Estate,ETF,False
IROC,Invesco Rochester High Yield Municipal ETF,ETF,,ETF,False
OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,ETF,ETF-Large Blend,ETF,True
EQAL,Invesco Russell 1000 Equal Weight ETF,ETF,ETF-Mid-Cap Blend,ETF,True
OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,ETF,ETF-Small Blend,ETF,False
EQWL,Invesco S&P 100 Equal Weight ETF,ETF,ETF-Large Value,ETF,True
PBP,Invesco S&P 500 BuyWrite ETF,ETF,ETF-Derivative Income,ETF,True
PHDG,Invesco S&P 500 Downside Hedged ETF,ETF,ETF-Equity Hedged,ETF,False
SPVU,Invesco S&P 500 Enhanced Value ETF,ETF,ETF-Large Value,ETF,True
RSPC,Invesco S&P 500 Equal Weight Communication Services ETF,ETF,ETF-Communications,ETF,True
RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,ETF,ETF-Consumer Cyclical,ETF,True
RSPS,Invesco S&P 500 Equal Weight Consumer Staples ETF,ETF,ETF-Consumer Defensive,ETF,True
RSPG,Invesco S&P 500 Equal Weight Energy ETF,ETF,ETF-Equity Energy,ETF,True
RSP,Invesco S&P 500 Equal Weight ETF,ETF,ETF-Large Blend,ETF,True
RSPF,Invesco S&P 500 Equal Weight Financials ETF,ETF,ETF-Financial,ETF,True
RSPH,Invesco S&P 500 Equal Weight Health Care ETF,ETF,ETF-Health,ETF,True
RSPA,Invesco S&P 500 Equal Weight Income Advantage ETF,Common Stock,,ETF,False
RSPN,Invesco S&P 500 Equal Weight Industrials ETF,ETF,ETF-Industrials,ETF,False
RSPM,Invesco S&P 500 Equal Weight Materials ETF,ETF,ETF-Natural Resources,ETF,True
RSPR,Invesco S&P 500 Equal Weight Real Estate ETF,ETF,ETF-Real Estate,ETF,True
RSPT,Invesco S&P 500 Equal Weight Technology ETF,ETF,ETF-Technology,ETF,True
RSPU,Invesco S&P 500 Equal Weight Utilities ETF,ETF,ETF-Utilities,ETF,True
XRLV,Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF,ETF,ETF-Large Value,ETF,True
SPGP,Invesco S&P 500 GARP ETF,ETF,ETF-Large Value,ETF,True
SPHB,Invesco S&P 500 High Beta ETF,ETF,ETF-Mid-Cap Blend,ETF,True
DIVG,Invesco S&P 500 High Dividend Growers ETF,ETF,ETF-Mid-Cap Value,ETF,False
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,ETF,ETF-Large Value,ETF,True
SPLV,Invesco S&P 500 Low Volatility ETF,ETF,ETF-Large Value,ETF,True
SPMV,Invesco S&P 500 Minimum Variance ETF,ETF,ETF-Large Blend,ETF,True
SPMO,Invesco S&P 500 Momentum ETF,ETF,ETF-Large Blend,ETF,True
RPG,Invesco S&P 500 Pure Growth ETF,ETF,ETF-Large Growth,ETF,True
RPV,Invesco S&P 500 Pure Value ETF,ETF,ETF-Mid-Cap Value,ETF,True
SPHQ,Invesco S&P 500 Quality ETF,ETF,ETF-Large Blend,ETF,True
QVML,Invesco S&P 500 QVM Multi-factor ETF,ETF,ETF-Large Blend,ETF,False
RWL,Invesco S&P 500 Revenue ETF,ETF,ETF-Large Value,ETF,True
XLG,Invesco S&P 500 Top 50 ETF,ETF,ETF-Large Blend,ETF,True
SPVM,Invesco S&P 500 Value with Momentum ETF,ETF,ETF-Mid-Cap Value,ETF,False
EELV,Invesco S&P Emerging Markets Low Volatility ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
EEMO,Invesco S&P Emerging Markets Momentum ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
CGW,Invesco S&P Global Water Index ETF,ETF,ETF-Natural Resources,ETF,True
IDHQ,Invesco S&P International Developed High Quality ETF,ETF,ETF-Foreign Large Growth,ETF,True
IDLV,Invesco S&P International Developed Low Volatility ETF,ETF,ETF-Foreign Large Blend,ETF,False
IDMO,Invesco S&P International Developed Momentum ETF,ETF,ETF-Foreign Large Blend,ETF,False
GRPM,Invesco S&P MidCap 400 GARP ETF,ETF,ETF-Small Blend,ETF,True
RFG,Invesco S&P Midcap 400 Pure Growth ETF,ETF,ETF-Mid-Cap Growth,ETF,True
RFV,Invesco S&P Midcap 400 Pure Value ETF,ETF,ETF-Small Value,ETF,True
QVMM,Invesco S&P MidCap 400 QVM Multi-factor ETF,ETF,ETF-Mid-Cap Blend,ETF,False
RWK,Invesco S&P MidCap 400 Revenue ETF,ETF,ETF-Mid-Cap Value,ETF,True
XMLV,Invesco S&P MidCap Low Volatility ETF,ETF,ETF-Small Blend,ETF,True
XMMO,Invesco S&P MidCap Momentum ETF,ETF,ETF-Mid-Cap Blend,ETF,True
XMHQ,Invesco S&P MidCap Quality ETF,ETF,ETF-Mid-Cap Blend,ETF,True
XMVM,Invesco S&P MidCap Value with Momentum ETF,ETF,ETF-Small Value,ETF,False
GRPZ,Invesco S&P SmallCap 600 GARP ETF,ETF,ETF-Small Blend,ETF,False
RZG,Invesco S&P Smallcap 600 Pure Growth ETF,ETF,ETF-Small Growth,ETF,False
RZV,Invesco S&P Smallcap 600 Pure Value ETF,ETF,ETF-Small Value,ETF,False
QVMS,Invesco S&P SmallCap 600 QVM Multi-factor ETF,ETF,ETF-Small Blend,ETF,False
RWJ,Invesco S&P SmallCap 600 Revenue ETF,ETF,ETF-Small Value,ETF,True
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,ETF,ETF-Consumer Cyclical,ETF,True
PSCC,Invesco S&P SmallCap Consumer Staples ETF,ETF,ETF-Consumer Defensive,ETF,True
PSCE,Invesco S&P SmallCap Energy ETF,ETF,ETF-Equity Energy,ETF,True
PSCF,Invesco S&P SmallCap Financials ETF,ETF,ETF-Financial,ETF,True
PSCH,Invesco S&P SmallCap Health Care ETF,ETF,ETF-Health,ETF,True
XSHD,Invesco S&P SmallCap High Dividend Low Volatility ETF,ETF,ETF-Small Value,ETF,True
PSCI,Invesco S&P SmallCap Industrials ETF,ETF,ETF-Industrials,ETF,True
PSCT,Invesco S&P SmallCap Information Technology ETF,ETF,ETF-Technology,ETF,True
XSLV,Invesco S&P SmallCap Low Volatility ETF,ETF,ETF-Small Blend,ETF,True
PSCM,Invesco S&P SmallCap Materials ETF,ETF,ETF-Natural Resources,ETF,False
XSMO,Invesco S&P SmallCap Momentum ETF,ETF,ETF-Small Blend,ETF,True
XSHQ,Invesco S&P SmallCap Quality ETF,ETF,ETF-Small Blend,ETF,True
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,ETF,ETF-Utilities,ETF,False
XSVM,Invesco S&P SmallCap Value with Momentum ETF,ETF,ETF-Small Value,ETF,True
CSD,Invesco S&P Spin-Off ETF,ETF,ETF-Mid-Cap Blend,ETF,True
RDIV,Invesco S&P Ultra Dividend Revenue ETF,ETF,ETF-Mid-Cap Value,ETF,False
PSI,Invesco Semiconductors ETF,ETF,ETF-Technology,ETF,True
BKLN,Invesco Senior Loan ETF,ETF,ETF-Bank Loan,ETF,True
GTOS,Invesco Short Duration Total Return Bond ETF,Common Stock,,ETF,False
TBLL,Invesco Short Term Treasury ETF,ETF,ETF-Ultrashort Bond,ETF,False
TAN,Invesco Solar ETF,ETF,ETF-Miscellaneous Sector,ETF,True
PIPE,Invesco SteelPath MLP & Energy Infrastructure ETF,ETF,,ETF,False
BAB,Invesco Taxable Municipal Bond ETF,ETF,ETF-Muni National Long,ETF,True
QBIG,Invesco Top QQQ ETF,ETF,,ETF,False
GTO,Invesco Total Return Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
GSY,Invesco Ultra Short Duration ETF,ETF,ETF-Ultrashort Bond,ETF,True
VRIG,Invesco Variable Rate Investment Grade ETF,ETF,ETF-Ultrashort Bond,ETF,False
VRP,Invesco Variable Rate Preferred ETF,ETF,ETF-Preferred Stock,ETF,True
PHO,Invesco Water Resources ETF,ETF,ETF-Natural Resources,ETF,True
PBW,Invesco WilderHill Clean Energy ETF,ETF,ETF-Small Growth,ETF,True
CZA,Invesco Zacks Mid-Cap ETF,ETF,ETF-Mid-Cap Blend,ETF,False
CVY,Invesco Zacks Multi-Asset Income ETF,ETF,ETF-Aggressive Allocation,ETF,True
ISTR,Investar Holding Corporation,Common Stock,Financials,Banks - Regional,False
ICMB,"Investcorp Credit Management BDC, Inc.",Common Stock,Financials,Asset Management,True
ARCX,Investment Managers Series Trust II - Tradr 2x Long ACHR Daily ETF,,,ETF,False
UPSX,Investment Managers Series Trust II - Tradr 2X Long UPST Daily ETF,,,ETF,False
ITIC,Investors Title Company,Common Stock,Financials,Insurance - Specialty,False
INVH,Invitation Homes Inc.,Common Stock,Real Estate,REIT - Residential,True
IVVD,"Invivyd, Inc.",Common Stock,Healthcare,Biotechnology,True
IVF,"INVO Fertility, Inc.",Common Stock,Healthcare,Medical Devices,False
IOBT,"IO Biotech, Inc.",Common Stock,Healthcare,Biotechnology,False
IONR,ioneer Ltd,Common Stock,Materials,Other Industrial Metals & Mining,False
CPII,Ionic Inflation Protection ETF,ETF,ETF-Inflation-Protected Bond,ETF,False
IONS,"Ionis Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
IONQ,"IonQ, Inc.",Common Stock,Technology,Computer Hardware,True
IOTR,iOThree Limited,Common Stock,Technology,Communication Equipment,False
IOVA,"Iovance Biotherapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
DJP,iPath Bloomberg Commodity Index Total Return ETN,ETF,ETF-Commodities Broad Basket,ETF,True
GRN,iPath Series B Carbon Exchange-Traded Notes,ETF,ETF-Commodities Focused,ETF,True
VXZ,iPath Series B S&P 500 VIX Mid-Term Futures ETN,ETF,ETF-Trading--Miscellaneous,ETF,True
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,ETF,ETF-Trading--Miscellaneous,ETF,True
IPX,IperionX Limited,Common Stock,Materials,Other Industrial Metals & Mining,False
IPGP,IPG Photonics Corporation,Common Stock,Technology,Semiconductor Equipment & Materials,True
